ISOYEAR,country_name,ISO_code,dyear,total_funding,,,,
ROU2012,Romania,ROU,2012,34583120.91,,,,
ROU2014,Romania,ROU,2014,98535201,,,,
RUS2006,Russia,RUS,2006,304989825.2,,,,
RUS2008,Russia,RUS,2008,780172789.8,,,,
RUS2013,Russia,RUS,2013,546296296,,,,
RUS2014,Russia,RUS,2014,512676056,,,,
RWA2006,Rwanda,RWA,2006,87129455.5,,,,
RWA2007,Rwanda,RWA,2007,74564937.92,,,,
RWA2008,Rwanda,RWA,2008,110811596.2,,,,
RWA2009,Rwanda,RWA,2009,173621081,,,,
RWA2011,Rwanda,RWA,2011,234613362,,,,
RWA2012,Rwanda,RWA,2012,243667682.7,,,,
KNA2007,Saint Kitts and Nevis,KNA,2007,1342611.171,,,,
KNA2008,Saint Kitts and Nevis,KNA,2008,1487271.345,,,,
KNA2009,Saint Kitts and Nevis,KNA,2009,1210090.786,,,,
KNA2010,Saint Kitts and Nevis,KNA,2010,151172.7185,,,,
KNA2011,Saint Kitts and Nevis,KNA,2011,93349.25926,,,,
KNA2012,Saint Kitts and Nevis,KNA,2012,82440.37037,,,,
KNA2013,Saint Kitts and Nevis,KNA,2013,85110,,,,
LCA2006,Saint Lucia,LCA,2006,1000199.078,,,,
LCA2007,Saint Lucia,LCA,2007,772018.0156,,,,
VCT2008,Saint Vincent and the Grenadines,VCT,2008,1625301.03,,,,
VCT2009,Saint Vincent and the Grenadines,VCT,2009,2629219.154,,,,
VCT2010,Saint Vincent and the Grenadines,VCT,2010,4020691.651,,,,
VCT2011,Saint Vincent and the Grenadines,VCT,2011,2951440.912,,,,
VCT2012,Saint Vincent and the Grenadines,VCT,2012,1466605.326,,,,
WSM2009,Samoa,WSM,2009,792332,,,,
WSM2010,Samoa,WSM,2010,345027.6855,,,,
WSM2011,Samoa,WSM,2011,307482.2414,,,,
WSM2013,Samoa,WSM,2013,903852,,,,
STP2007,Sao Tome and Principe,STP,2007,98088.71966,,,,
STP2008,Sao Tome and Principe,STP,2008,93188.508,,,,
STP2009,Sao Tome and Principe,STP,2009,460568.92,,,,
STP2010,Sao Tome and Principe,STP,2010,605752,,,,
STP2011,Sao Tome and Principe,STP,2011,880869,,,,
STP2012,Sao Tome and Principe,STP,2012,438390,,,,
STP2013,Sao Tome and Principe,STP,2013,821699.43,,,,
STP2014,Sao Tome and Principe,STP,2014,751805.8,,,,
SAU2009,Saudi Arabia,SAU,2009,19389141.33,,,,
SEN2006,Senegal,SEN,2006,11934512.02,,,,
SEN2007,Senegal,SEN,2007,17814671.84,,,,
SEN2008,Senegal,SEN,2008,29758122.48,,,,
SEN2011,Senegal,SEN,2011,21357515.62,,,,
SEN2012,Senegal,SEN,2012,25134303.74,,,,
SEN2013,Senegal,SEN,2013,22380529.68,,,,
SRB2012,Serbia,SRB,2012,13375569.63,,,,
SRB2013,Serbia,SRB,2013,16333869.05,,,,
SYC2007,Seychelles,SYC,2007,479214,,,,
SYC2008,Seychelles,SYC,2008,575899.2387,,,,
SYC2009,Seychelles,SYC,2009,1748649.143,,,,
SYC2010,Seychelles,SYC,2010,2354608.091,,,,
SYC2011,Seychelles,SYC,2011,2172223.692,,,,
SYC2012,Seychelles,SYC,2012,4686371.833,,,,
SYC2013,Seychelles,SYC,2013,2900786.48,,,,
SYC2014,Seychelles,SYC,2014,3560043.231,,,,
SLE2006,Sierra Leone,SLE,2006,7759514.188,,,,
SLE2007,Sierra Leone,SLE,2007,9172665.217,,,,
SLE2009,Sierra Leone,SLE,2009,14309550,,,,
SLE2011,Sierra Leone,SLE,2011,20905243,,,,
SGP2007,Singapore,SGP,2007,11349934.18,,,,
SGP2008,Singapore,SGP,2008,15338055.7,,,,
SGP2009,Singapore,SGP,2009,14361842.11,,,,
SGP2010,Singapore,SGP,2010,16486428.57,,,,
SGP2011,Singapore,SGP,2011,23091269.84,,,,
SGP2012,Singapore,SGP,2012,23746298.21,,,,
SGP2013,Singapore,SGP,2013,23739323.09,,,,
SGP2014,Singapore,SGP,2014,23202746.72,,,,
SLB2008,Solomon Islands,SLB,2008,598244.6194,,,,
SLB2009,Solomon Islands,SLB,2009,575215.6065,,,,
SLB2010,Solomon Islands,SLB,2010,804326.6983,,,,
SLB2011,Solomon Islands,SLB,2011,908429.0816,,,,
SOM2006,Somalia,SOM,2006,12202916.81,,,,
SOM2007,Somalia,SOM,2007,9811603,,,,
SOM2008,Somalia,SOM,2008,5994773.5,,,,
SOM2009,Somalia,SOM,2009,5981773.5,,,,
ZAF2006,South Africa,ZAF,2006,610975168,,,,
ZAF2007,South Africa,ZAF,2007,648093868,,,,
ZAF2009,South Africa,ZAF,2009,2329049277,,,,
ZAF2014,South Africa,ZAF,2014,1880672908,,,,
KOR2009,South Korea,KOR,2009,13178000,,,,
KOR2010,South Korea,KOR,2010,11161000,,,,
KOR2011,South Korea,KOR,2011,11171000,,,,
SSD2006,South Sudan,SSD,2006,260000,,,,
SSD2007,South Sudan,SSD,2007,1312767,,,,
SSD2011,South Sudan,SSD,2011,31238878,,,,
SSD2012,South Sudan,SSD,2012,24154613.65,,,,
ESP2007,Spain,ESP,2007,551413158.1,,,,
ESP2008,Spain,ESP,2008,916739279.5,,,,
ESP2009,Spain,ESP,2009,947070402.3,,,,
ESP2010,Spain,ESP,2010,980913999.7,,,,
ESP2011,Spain,ESP,2011,1080338130,,,,
ESP2012,Spain,ESP,2012,978031084.4,,,,
ESP2013,Spain,ESP,2013,919488342.4,,,,
LKA2007,Sri Lanka,LKA,2007,1705728.173,,,,
LKA2008,Sri Lanka,LKA,2008,1568313,,,,
LKA2009,Sri Lanka,LKA,2009,4504057.6,,,,
LKA2010,Sri Lanka,LKA,2010,4727896.692,,,,
LKA2013,Sri Lanka,LKA,2013,1226938,,,,
SDN2008,Sudan,SDN,2008,15985346,,,,
SDN2009,Sudan,SDN,2009,15358624,,,,
SDN2011,Sudan,SDN,2011,23349252.05,,,,
SDN2012,Sudan,SDN,2012,18458156,,,,
SDN2013,Sudan,SDN,2013,13840875,,,,
SUR2007,Suriname,SUR,2007,500000,,,,
SUR2009,Suriname,SUR,2009,4037170.46,,,,
SUR2010,Suriname,SUR,2010,6129853.398,,,,
SUR2011,Suriname,SUR,2011,4674508.149,,,,
SWE2007,Sweden,SWE,2007,0,,,,
SWE2008,Sweden,SWE,2008,0,,,,
SWE2009,Sweden,SWE,2009,0,,,,
CHE2006,Switzerland,CHE,2006,18505748,,,,
CHE2008,Switzerland,CHE,2008,14898053.75,,,,
CHE2009,Switzerland,CHE,2009,14843028.62,,,,
CHE2010,Switzerland,CHE,2010,3067778.736,,,,
CHE2011,Switzerland,CHE,2011,3608479.928,,,,
CHE2012,Switzerland,CHE,2012,3411877.599,,,,
SYR2007,Syria,SYR,2007,1660147,,,,
SYR2008,Syria,SYR,2008,2014305,,,,
SYR2009,Syria,SYR,2009,2019325,,,,
SYR2011,Syria,SYR,2011,809850,,,,
TJK2006,Tajikistan,TJK,2006,5210554.813,,,,
TJK2008,Tajikistan,TJK,2008,6186978.507,,,,
TJK2009,Tajikistan,TJK,2009,7501041.099,,,,
TJK2010,Tajikistan,TJK,2010,15293808.7,,,,
TJK2011,Tajikistan,TJK,2011,15370003.48,,,,
TJK2012,Tajikistan,TJK,2012,12715923.58,,,,
TJK2013,Tajikistan,TJK,2013,14077892.87,,,,
TZA2005,Tanzania,TZA,2005,266371077,,,,
THA2007,Thailand,THA,2007,199644530.6,,,,
THA2008,Thailand,THA,2008,209123114,,,,
THA2009,Thailand,THA,2009,209106533.9,,,,
THA2010,Thailand,THA,2010,242670428.6,,,,
THA2011,Thailand,THA,2011,325388453.9,,,,
THA2012,Thailand,THA,2012,282888793.7,,,,
THA2013,Thailand,THA,2013,287278782.3,,,,
TLS2008,Timor,TLS,2008,1826972.751,,,,
TLS2009,Timor,TLS,2009,1803013.71,,,,
TGO2006,Togo,TGO,2006,8530266.68,,,,
TGO2007,Togo,TGO,2007,14365723.92,,,,
TGO2008,Togo,TGO,2008,17238298.52,,,,
TGO2009,Togo,TGO,2009,15272333.92,,,,
TGO2010,Togo,TGO,2010,24317567.56,,,,
TGO2011,Togo,TGO,2011,21971071.5,,,,
TGO2012,Togo,TGO,2012,20455090.18,,,,
TGO2013,Togo,TGO,2013,26857752.44,,,,
TGO2014,Togo,TGO,2014,25321421.32,,,,
TON2008,Tonga,TON,2008,209703.6842,,,,
TON2009,Tonga,TON,2009,310525.7895,,,,
TON2010,Tonga,TON,2010,0,,,,
TON2011,Tonga,TON,2011,0,,,,
TON2014,Tonga,TON,2014,158093.2378,,,,
TTO2006,Trinidad and Tobago,TTO,2006,12678331.69,,,,
TTO2007,Trinidad and Tobago,TTO,2007,10118410,,,,
TTO2008,Trinidad and Tobago,TTO,2008,15442886.03,,,,
TTO2009,Trinidad and Tobago,TTO,2009,13810964.92,,,,
TUN2010,Tunisia,TUN,2010,3038140,,,,
TUN2011,Tunisia,TUN,2011,2742549,,,,
TUR2006,Turkey,TUR,2006,54365480,,,,
TUR2007,Turkey,TUR,2007,56852200,,,,
TUR2012,Turkey,TUR,2012,12291905.01,,,,
TUV2008,Tuvalu,TUV,2008,100132.46,,,,
TUV2009,Tuvalu,TUV,2009,61294,,,,
TUV2010,Tuvalu,TUV,2010,59641,,,,
TUV2011,Tuvalu,TUV,2011,177096.4,,,,
TUV2013,Tuvalu,TUV,2013,34455,,,,
UGA2005,Uganda,UGA,2005,202419252,,,,
UGA2007,Uganda,UGA,2007,270011038.8,,,,
UGA2008,Uganda,UGA,2008,296649946.1,,,,
UKR2005,Ukraine,UKR,2005,40004057.13,,,,
UKR2006,Ukraine,UKR,2006,55737389.42,,,,
UKR2007,Ukraine,UKR,2007,79354447.14,,,,
UKR2008,Ukraine,UKR,2008,102429697.5,,,,
UKR2009,Ukraine,UKR,2009,65397491.94,,,,
UKR2010,Ukraine,UKR,2010,72838817.08,,,,
UKR2011,Ukraine,UKR,2011,107004261.6,,,,
UKR2012,Ukraine,UKR,2012,124325856.6,,,,
UKR2015,Ukraine,UKR,2015,97737794.11,,,,
ARE2009,United Arab Emirates,ARE,2009,17583651.23,,,,
ARE2010,United Arab Emirates,ARE,2010,25480829,,,,
ARE2011,United Arab Emirates,ARE,2011,30630854.46,,,,
ARE2012,United Arab Emirates,ARE,2012,32476416.89,,,,
GBR2007,United Kingdom,GBR,2007,1204081633,,,,
GBR2008,United Kingdom,GBR,2008,925714285.7,,,,
GBR2009,United Kingdom,GBR,2009,80303030.3,,,,
URY2005,Uruguay,URY,2005,6245860.607,,,,
URY2006,Uruguay,URY,2006,5736140.607,,,,
URY2007,Uruguay,URY,2007,14077808.74,,,,
UZB2009,Uzbekistan,UZB,2009,15939901.17,,,,
UZB2010,Uzbekistan,UZB,2010,23663618.07,,,,
UZB2011,Uzbekistan,UZB,2011,19149707.71,,,,
UZB2012,Uzbekistan,UZB,2012,24106268.46,,,,
UZB2013,Uzbekistan,UZB,2013,21315540.26,,,,
UZB2014,Uzbekistan,UZB,2014,19113115.88,,,,
VUT2008,Vanuatu,VUT,2008,1092358,,,,
VUT2009,Vanuatu,VUT,2009,1114768,,,,
VUT2010,Vanuatu,VUT,2010,1661522.911,,,,
VUT2011,Vanuatu,VUT,2011,1883490.055,,,,
VUT2012,Vanuatu,VUT,2012,328089.4,,,,
VUT2013,Vanuatu,VUT,2013,867285.7245,,,,
VEN2007,Venezuela,VEN,2007,79818044.67,,,,
VEN2008,Venezuela,VEN,2008,71722966.68,,,,
VEN2009,Venezuela,VEN,2009,83424284.27,,,,
VEN2010,Venezuela,VEN,2010,109663740.2,,,,
VEN2011,Venezuela,VEN,2011,80485621.7,,,,
VEN2012,Venezuela,VEN,2012,66618451.61,,,,
VEN2013,Venezuela,VEN,2013,72603707.85,,,,
VNM2006,Vietnam,VNM,2006,47155758,,,,
VNM2007,Vietnam,VNM,2007,66280815,,,,
VNM2008,Vietnam,VNM,2008,108814493.7,,,,
VNM2009,Vietnam,VNM,2009,127374483.3,,,,
VNM2010,Vietnam,VNM,2010,139253245,,,,
VNM2011,Vietnam,VNM,2011,99844926,,,,
VNM2012,Vietnam,VNM,2012,95446487,,,,
YEM2009,Yemen,YEM,2009,4955843,,,,
YEM2010,Yemen,YEM,2010,2210998,,,,
YEM2011,Yemen,YEM,2011,1613920,,,,
ZMB2006,Zambia,ZMB,2006,189929904,,,,
ZMB2012,Zambia,ZMB,2012,282218625.7,,,,
ZWE2005,Zimbabwe,ZWE,2005,89432191,,,,
ZWE2006,Zimbabwe,ZWE,2006,129516626,,,,
ZWE2008,Zimbabwe,ZWE,2008,27387121,,,,
ZWE2009,Zimbabwe,ZWE,2009,90338609.66,,,,
ZWE2010,Zimbabwe,ZWE,2010,268908534.6,,,,
ZWE2011,Zimbabwe,ZWE,2011,257657385,,,,
ZWE2012,Zimbabwe,ZWE,2012,308835446,,,,
ZWE2013,Zimbabwe,ZWE,2013,253479644,,,,
